District,Soil_Color,N,P,K,pH,Rainfall,Temperature,Crop,Fertilizer,OC,EC,B,Fe,Mn,Cu,Zn,S,District_Normal_Rainfall,Humidity,N_P_Ratio,N_K_Ratio,P_K_Ratio,Rainfall_Deviation,OC_Class,Soil_Health_Score,Growing_Season
Pune,Black,60,35,35,6.5,800,30,Sorghum,10:26:26 NPK,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,80.72,1.7138,1.7138,0.9997,-0.0715,Medium,6,Kharif
Satara,Black,40,35,20,6.5,500,30,Sorghum,SSP,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,64.48,1.1425,1.999,1.7491,-0.4358,Low,5,Kharif
Sangli,Red,70,60,60,6.0,800,25,Sorghum,10:26:26 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.96,1.1665,1.1665,0.9998,0.5549,Medium,6,Kharif
Satara,Black,50,30,35,7.5,500,30,Sorghum,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,63.33,1.6661,1.4282,0.8569,-0.4358,Low,5,Kharif
Satara,Black,40,25,35,7.5,600,35,Sorghum,SSP,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,67.53,1.5994,1.1425,0.7141,-0.323,Low,5,Kharif
Satara,Black,40,20,40,6.0,600,35,Sorghum,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,67.01,1.999,0.9998,0.4999,-0.323,Low,4,Kharif
Satara,Black,55,40,30,7.5,500,30,Sorghum,10:26:26 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,63.97,1.3747,1.8327,1.3329,-0.4358,Low,5,Kharif
Pune,Black,60,35,30,6.5,800,30,Sorghum,SSP,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,78.51,1.7138,1.9993,1.1663,-0.0715,Medium,6,Kharif
Kolhapur,Black,30,25,25,6.5,600,25,Sorghum,10:26:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,64.76,1.1995,1.1995,0.9996,-0.6538,High,6,Kharif
Satara,Black,40,25,20,6.5,400,25,Sorghum,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,59.44,1.5994,1.999,1.2494,-0.5486,Low,5,Kharif
Satara,Black,45,35,35,7.5,400,25,Sorghum,10:26:26 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,61.62,1.2853,1.2853,0.9997,-0.5486,Low,5,Kharif
Sangli,Red,75,40,40,6.0,800,25,Sorghum,10:26:26 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,78.57,1.8745,1.8745,0.9998,0.5549,Medium,6,Kharif
Sangli,Red,70,45,45,6.5,900,30,Sorghum,10:26:26 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,82.01,1.5552,1.5552,0.9998,0.7493,Medium,6,Kharif
Kolhapur,Black,25,35,30,7.5,800,30,Sorghum,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,79.01,0.7141,0.8331,1.1663,-0.5384,High,6,Kharif
Satara,Black,45,40,40,6.0,500,30,Sorghum,10:26:26 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,62.16,1.1247,1.1247,0.9998,-0.4358,Low,5,Kharif
Sangli,Red,70,40,55,7.5,900,30,Sorghum,10:26:26 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,81.47,1.7496,1.2725,0.7271,0.7493,Medium,6,Kharif
Sangli,Red,60,40,40,6.0,800,25,Sorghum,10:26:26 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.68,1.4996,1.4996,0.9998,0.5549,Medium,6,Kharif
Sangli,Red,70,50,55,7.5,900,30,Sorghum,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,80.46,1.3997,1.2725,0.9089,0.7493,Medium,6,Kharif
Sangli,Red,75,50,55,7.5,900,30,Sorghum,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,84.94,1.4997,1.3634,0.9089,0.7493,Medium,6,Kharif
Sangli,Red,65,50,40,6.5,900,30,Sorghum,10:26:26 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,84.37,1.2997,1.6246,1.2497,0.7493,Medium,6,Kharif
Sangli,Red,80,50,45,7.0,800,25,Sorghum,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,80.99,1.5997,1.7774,1.1109,0.5549,Medium,7,Kharif
Satara,Black,55,20,25,6.5,600,35,Sorghum,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,70.09,2.7486,2.1991,0.7997,-0.323,Low,4,Kharif
Solapur,Red,60,30,20,6.5,600,20,Sorghum,10:26:26 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,69.39,1.9993,2.9985,1.4993,0.2471,Medium,6,Kharif
Sangli,Red,75,55,45,7.0,800,25,Sorghum,10:26:26 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.59,1.3634,1.6663,1.222,0.5549,Medium,6,Kharif
Kolhapur,Black,40,35,30,7.5,800,30,Sorghum,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,78.16,1.1425,1.3329,1.1663,-0.5384,High,7,Kharif
Solapur,Red,60,30,25,6.5,700,20,Sorghum,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,76.13,1.9993,2.399,1.1995,0.455,Medium,6,Kharif
Sangli,Red,65,40,60,6.0,800,25,Sorghum,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,78.06,1.6246,1.0832,0.6666,0.5549,Medium,6,Kharif
Satara,Black,55,25,25,6.5,500,30,Sorghum,10:26:26 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,62.56,2.1991,2.1991,0.9996,-0.4358,Low,5,Kharif
Pune,Black,60,30,35,6.0,700,25,Sorghum,Urea,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,76.19,1.9993,1.7138,0.8569,-0.1876,Medium,6,Kharif
Sangli,Red,65,40,45,6.5,900,30,Sorghum,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,85.65,1.6246,1.4441,0.8887,0.7493,Medium,6,Kharif
Satara,Black,60,25,30,7.0,400,25,Sorghum,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,61.14,2.399,1.9993,0.8331,-0.5486,Low,5,Kharif
Sangli,Red,60,60,60,6.0,800,25,Sorghum,10:26:26 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,84.08,0.9998,0.9998,0.9998,0.5549,Medium,6,Kharif
Satara,Black,40,30,20,6.5,600,35,Sorghum,10:26:26 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,70.91,1.3329,1.999,1.4993,-0.323,Low,5,Kharif
Sangli,Red,65,50,60,6.0,800,25,Sorghum,SSP,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,78.01,1.2997,1.0832,0.8332,0.5549,Medium,6,Kharif
Kolhapur,Black,40,35,25,7.5,800,25,Sorghum,SSP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,79.93,1.1425,1.5994,1.3994,-0.5384,High,7,Kharif
Pune,Black,60,40,40,7.0,900,35,Sorghum,10:26:26 NPK,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,85.84,1.4996,1.4996,0.9998,0.0446,Medium,6,Kharif
Kolhapur,Black,50,25,25,6.5,700,30,Sorghum,10:26:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,73.36,1.9992,1.9992,0.9996,-0.5961,High,7,Kharif
Sangli,Red,70,55,40,6.5,900,30,Sorghum,SSP,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,82.21,1.2725,1.7496,1.3747,0.7493,Medium,6,Kharif
Solapur,Red,55,35,30,7.0,600,25,Sorghum,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,66.87,1.571,1.8327,1.1663,0.2471,Medium,6,Kharif
Sangli,Red,75,55,55,7.5,900,30,Sorghum,10:26:26 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,80.06,1.3634,1.3634,0.9998,0.7493,Medium,6,Kharif
Satara,Black,50,30,20,6.5,600,35,Sorghum,10:26:26 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,69.39,1.6661,2.4988,1.4993,-0.323,Low,5,Kharif
Kolhapur,Black,45,25,20,7.5,600,30,Sorghum,10:26:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,65.79,1.7993,2.2489,1.2494,-0.6538,High,7,Kharif
Satara,Black,40,30,40,6.0,400,25,Sorghum,SSP,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,59.87,1.3329,0.9998,0.7498,-0.5486,Low,5,Kharif
Kolhapur,Black,30,35,35,7.5,800,25,Sorghum,10:26:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,78.38,0.8569,0.8569,0.9997,-0.5384,High,6,Kharif
Kolhapur,Black,20,30,40,7.0,700,30,Sorghum,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,74.35,0.6664,0.4999,0.7498,-0.5961,High,6,Kharif
Kolhapur,Black,35,35,30,7.5,800,30,Sorghum,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,76.17,0.9997,1.1663,1.1663,-0.5384,High,6,Kharif
Satara,Black,45,40,25,7.0,600,35,Sorghum,SSP,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,65.52,1.1247,1.7993,1.5994,-0.323,Low,5,Kharif
Satara,Black,55,35,40,6.0,600,35,Sorghum,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,67.26,1.571,1.3747,0.8748,-0.323,Low,5,Kharif
Pune,Black,70,30,35,6.0,700,25,Sorghum,Urea,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,74.74,2.3326,1.9994,0.8569,-0.1876,Medium,6,Kharif
Sangli,Red,70,55,45,7.0,800,25,Sorghum,10:26:26 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,80.96,1.2725,1.5552,1.222,0.5549,Medium,6,Kharif
Satara,Black,50,40,35,6.0,400,25,Sorghum,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,59.75,1.2497,1.4282,1.1425,-0.5486,Low,5,Kharif
Solapur,Red,60,35,20,7.0,700,25,Sorghum,SSP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,73.53,1.7138,2.9985,1.7491,0.455,Medium,6,Kharif
Kolhapur,Black,25,30,35,7.0,700,25,Sorghum,SSP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,72.2,0.8331,0.7141,0.8569,-0.5961,High,6,Kharif
Sangli,Red,65,55,55,7.5,900,30,Sorghum,10:26:26 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,83.1,1.1816,1.1816,0.9998,0.7493,Medium,6,Kharif
Pune,Black,60,30,40,6.0,700,25,Sorghum,SSP,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,73.45,1.9993,1.4996,0.7498,-0.1876,Medium,6,Kharif
Sangli,Red,60,40,55,7.5,900,30,Sorghum,10:26:26 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,82.29,1.4996,1.0907,0.7271,0.7493,Medium,6,Kharif
Satara,Black,60,20,35,7.5,400,25,Sorghum,10:26:26 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,64.73,2.9985,1.7138,0.5713,-0.5486,Low,4,Kharif
Kolhapur,Black,25,35,25,7.5,800,25,Sorghum,SSP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,84.93,0.7141,0.9996,1.3994,-0.5384,High,6,Kharif
Sangli,Red,65,45,60,6.0,800,25,Sorghum,10:26:26 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.2,1.4441,1.0832,0.7499,0.5549,Medium,6,Kharif
Satara,Black,50,25,20,6.5,400,25,Sorghum,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,60.68,1.9992,2.4988,1.2494,-0.5486,Low,5,Kharif
Sangli,Red,60,45,50,7.0,800,25,Sorghum,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,82.61,1.333,1.1998,0.8998,0.5549,Medium,6,Kharif
Sangli,Red,70,40,60,6.0,800,25,Sorghum,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.38,1.7496,1.1665,0.6666,0.5549,Medium,6,Kharif
Kolhapur,Black,40,25,25,6.5,600,25,Sorghum,10:26:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,70.17,1.5994,1.5994,0.9996,-0.6538,High,7,Kharif
Sangli,Red,70,45,50,7.0,800,25,Sorghum,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,78.89,1.5552,1.3997,0.8998,0.5549,Medium,6,Kharif
Pune,Black,65,30,30,6.0,700,25,Sorghum,10:26:26 NPK,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,78.36,2.1659,2.1659,0.9997,-0.1876,Medium,6,Kharif
Satara,Black,45,20,20,6.0,400,25,Sorghum,10:26:26 NPK,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,58.7,2.2489,2.2489,0.9995,-0.5486,Low,4,Kharif
Sangli,Red,70,40,40,6.0,800,25,Sorghum,10:26:26 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,77.3,1.7496,1.7496,0.9998,0.5549,Medium,6,Kharif
Sangli,Red,70,50,45,7.0,800,25,Sorghum,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,77.13,1.3997,1.5552,1.1109,0.5549,Medium,6,Kharif
Satara,Black,60,30,25,7.0,500,30,Sorghum,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,69.9,1.9993,2.399,1.1995,-0.4358,Low,5,Kharif
Satara,Black,50,40,25,7.0,600,35,Sorghum,SSP,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,69.74,1.2497,1.9992,1.5994,-0.323,Low,5,Kharif
Solapur,Red,60,40,25,7.5,600,30,Sorghum,SSP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,71.3,1.4996,2.399,1.5994,0.2471,Medium,6,Kharif
Satara,Black,45,35,30,7.5,600,35,Sorghum,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,65.3,1.2853,1.4995,1.1663,-0.323,Low,5,Kharif
Kolhapur,Black,45,20,20,6.0,600,25,Sorghum,10:26:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,70.95,2.2489,2.2489,0.9995,-0.6538,High,6,Kharif
Kolhapur,Black,30,25,30,6.5,600,30,Sorghum,SSP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,70.5,1.1995,0.9997,0.8331,-0.6538,High,6,Kharif
Kolhapur,Black,30,25,35,6.5,600,25,Sorghum,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,69.68,1.1995,0.8569,0.7141,-0.6538,High,6,Kharif
Sangli,Red,75,55,60,6.0,800,25,Sorghum,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.7,1.3634,1.2498,0.9165,0.5549,Medium,6,Kharif
Satara,Black,45,20,40,6.0,600,35,Sorghum,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,70.89,2.2489,1.1247,0.4999,-0.323,Low,4,Kharif
Pune,Black,55,30,30,6.0,700,25,Sorghum,10:26:26 NPK,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,76.27,1.8327,1.8327,0.9997,-0.1876,Medium,6,Kharif
Kolhapur,Black,30,35,30,7.5,800,30,Sorghum,Urea,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,78.53,0.8569,0.9997,1.1663,-0.5384,High,6,Kharif
Sangli,Red,75,45,60,6.0,800,25,Sorghum,10:26:26 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.2,1.6663,1.2498,0.7499,0.5549,Medium,6,Kharif
Sangli,Red,65,45,45,6.5,900,30,Sorghum,10:26:26 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,84.34,1.4441,1.4441,0.9998,0.7493,Medium,6,Kharif
Sangli,Red,65,50,55,7.5,900,30,Sorghum,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,82.48,1.2997,1.1816,0.9089,0.7493,Medium,6,Kharif
Sangli,Red,80,50,60,6.0,800,25,Sorghum,SSP,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,76.8,1.5997,1.3331,0.8332,0.5549,Medium,7,Kharif
Satara,Black,55,30,40,6.0,400,25,Sorghum,SSP,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,62.97,1.8327,1.3747,0.7498,-0.5486,Low,5,Kharif
Sangli,Red,60,50,45,7.0,800,25,Sorghum,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,79.07,1.1998,1.333,1.1109,0.5549,Medium,6,Kharif
Satara,Black,60,30,35,7.5,500,30,Sorghum,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,61.96,1.9993,1.7138,0.8569,-0.4358,Low,5,Kharif
Kolhapur,Black,50,20,20,6.0,600,25,Sorghum,10:26:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,68.16,2.4988,2.4988,0.9995,-0.6538,High,6,Kharif
Satara,Black,45,30,35,7.5,500,30,Sorghum,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,66.25,1.4995,1.2853,0.8569,-0.4358,Low,5,Kharif
Satara,Black,60,20,25,6.5,600,35,Sorghum,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,70.34,2.9985,2.399,0.7997,-0.323,Low,4,Kharif
Kolhapur,Black,35,30,30,7.0,700,30,Sorghum,10:26:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,73.56,1.1663,1.1663,0.9997,-0.5961,High,6,Kharif
Kolhapur,Black,45,25,25,6.5,700,30,Sorghum,10:26:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,72.43,1.7993,1.7993,0.9996,-0.5961,High,7,Kharif
Sangli,Red,65,40,55,7.5,900,30,Sorghum,10:26:26 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,84.2,1.6246,1.1816,0.7271,0.7493,Medium,6,Kharif
Kolhapur,Black,40,35,35,7.5,800,25,Sorghum,10:26:26 NPK,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,81.83,1.1425,1.1425,0.9997,-0.5384,High,7,Kharif
Satara,Black,50,25,35,7.5,600,35,Sorghum,SSP,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,66.62,1.9992,1.4282,0.7141,-0.323,Low,5,Kharif
Kolhapur,Black,20,35,25,7.5,800,25,Sorghum,SSP,0.88,0.14,2.88,6.35,17.636,3.25,0.72,50.72,1733.1,80.12,0.5713,0.7997,1.3994,-0.5384,High,6,Kharif
Pune,Black,55,40,40,7.0,900,35,Sorghum,10:26:26 NPK,0.41,0.408,0.46,1.32,2.802,0.53,0.374,6.746,861.6,80.8,1.3747,1.3747,0.9998,0.0446,Medium,6,Kharif
Sangli,Red,80,55,45,7.0,800,25,Sorghum,10:26:26 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,78.94,1.4543,1.7774,1.222,0.5549,Medium,7,Kharif
Satara,Black,50,35,30,7.5,600,35,Sorghum,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,65.36,1.4282,1.6661,1.1663,-0.323,Low,5,Kharif
Sangli,Red,60,45,55,7.5,900,30,Sorghum,SSP,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,84.51,1.333,1.0907,0.818,0.7493,Medium,6,Kharif
Sangli,Red,65,55,50,7.5,900,30,Sorghum,Urea,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,81.79,1.1816,1.2997,1.0998,0.7493,Medium,6,Kharif
Sangli,Red,70,50,50,7.0,800,25,Sorghum,10:26:26 NPK,0.583,0.24,0.973,3.16,6.06,2.88,0.62,10.75,514.5,77.05,1.3997,1.3997,0.9998,0.5549,Medium,6,Kharif
Satara,Black,55,25,20,6.5,400,25,Sorghum,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,61.14,2.1991,2.7486,1.2494,-0.5486,Low,5,Kharif
Satara,Black,55,30,25,7.0,500,30,Sorghum,Urea,0.295,0.25,0.073,3.96,6.2,2.4,0.793,4.178,886.2,62.35,1.8327,2.1991,1.1995,-0.4358,Low,5,Kharif
Solapur,Black,60,35,20,6.5,400,25,Soyabean,SSP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,59.95,1.7138,2.9985,1.7491,-0.1686,Medium,6,Kharif
Solapur,Black,40,40,20,7.0,400,30,Soyabean,20:20:20 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,57.75,0.9998,1.999,1.999,-0.1686,Medium,6,Kharif
Solapur,Black,45,40,20,7.0,400,30,Soyabean,20:20:20 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,60.72,1.1247,2.2489,1.999,-0.1686,Medium,6,Kharif
Solapur,Black,55,40,25,7.0,300,30,Soyabean,SSP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,52.65,1.3747,2.1991,1.5994,-0.3764,Medium,6,Kharif
Solapur,Black,40,35,20,6.5,400,25,Soyabean,SSP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,62.38,1.1425,1.999,1.7491,-0.1686,Medium,6,Kharif
Solapur,Black,45,40,25,7.0,300,30,Soyabean,SSP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,53.67,1.1247,1.7993,1.5994,-0.3764,Medium,6,Kharif
Solapur,Black,60,30,20,6.0,300,20,Soyabean,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,56.57,1.9993,2.9985,1.4993,-0.3764,Medium,6,Kharif
Solapur,Black,50,40,30,7.0,300,30,Soyabean,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,56.27,1.2497,1.6661,1.3329,-0.3764,Medium,6,Kharif
Solapur,Black,55,35,25,6.5,400,25,Soyabean,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,60.18,1.571,2.1991,1.3994,-0.1686,Medium,6,Kharif
Solapur,Black,55,30,20,6.0,300,20,Soyabean,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,55.89,1.8327,2.7486,1.4993,-0.3764,Medium,6,Kharif
Solapur,Black,45,35,25,6.5,400,25,Soyabean,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,61.29,1.2853,1.7993,1.3994,-0.1686,Medium,6,Kharif
Solapur,Black,60,35,30,6.5,300,25,Soyabean,20:20:20 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,52.24,1.7138,1.9993,1.1663,-0.3764,Medium,6,Kharif
Solapur,Black,50,30,30,6.0,300,20,Soyabean,SSP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,56.86,1.6661,1.6661,0.9997,-0.3764,Medium,6,Kharif
Solapur,Black,60,30,25,6.0,400,20,Soyabean,20:20:20 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,63.25,1.9993,2.399,1.1995,-0.1686,Medium,6,Kharif
Solapur,Black,50,30,25,6.0,400,20,Soyabean,20:20:20 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,60.96,1.6661,1.9992,1.1995,-0.1686,Medium,6,Kharif
Solapur,Black,55,40,30,7.0,300,30,Soyabean,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,55.19,1.3747,1.8327,1.3329,-0.3764,Medium,6,Kharif
Solapur,Black,50,40,25,7.0,300,30,Soyabean,SSP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,52.51,1.2497,1.9992,1.5994,-0.3764,Medium,6,Kharif
Solapur,Black,40,30,25,6.0,400,20,Soyabean,20:20:20 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,62.31,1.3329,1.5994,1.1995,-0.1686,Medium,6,Kharif
Solapur,Black,60,35,25,6.5,400,25,Soyabean,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,59.61,1.7138,2.399,1.3994,-0.1686,Medium,6,Kharif
Solapur,Black,45,30,25,6.0,400,20,Soyabean,20:20:20 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,61.39,1.4995,1.7993,1.1995,-0.1686,Medium,6,Kharif
Solapur,Black,50,35,20,6.5,400,25,Soyabean,SSP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,60.7,1.4282,2.4988,1.7491,-0.1686,Medium,6,Kharif
Solapur,Black,45,30,30,6.0,300,20,Soyabean,SSP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,54.72,1.4995,1.4995,0.9997,-0.3764,Medium,6,Kharif
Solapur,Black,50,40,20,7.0,400,30,Soyabean,20:20:20 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,60.91,1.2497,2.4988,1.999,-0.1686,Medium,6,Kharif
Solapur,Black,40,30,20,6.0,300,20,Soyabean,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,62.28,1.3329,1.999,1.4993,-0.3764,Medium,6,Kharif
Solapur,Black,40,30,30,6.0,300,20,Soyabean,SSP,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,57.03,1.3329,1.3329,0.9997,-0.3764,Medium,6,Kharif
Solapur,Black,60,40,20,7.0,400,30,Soyabean,20:20:20 NPK,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,60.45,1.4996,2.9985,1.999,-0.1686,Medium,6,Kharif
Solapur,Black,40,35,25,6.5,400,25,Soyabean,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,61.04,1.1425,1.5994,1.3994,-0.1686,Medium,6,Kharif
Solapur,Black,45,40,30,7.0,300,30,Soyabean,Urea,0.45,0.32,0.16,1.56,1.56,0.58,0.5,7.05,481.1,53.61,1.1247,1.4995,1.3329,-0.3764,Medium,6,Kharif
